id,text,target,language,HS,TR,AG,__index_level_0__
22884,"Más de 700 moromierdas han asaltado la valla de Ceuta, han echado cal viva y ácido sobre la guardia civil, 22 agentes con quemaduras y abrasiones. Que el imbecil y mentiroso compulsivo @sanchezcastejon no os engañe, NO ES UNA CRISIS HUMANITARIA, ES UNA INVASION!!",mig,es,1,0,1,15557
22886,TACOS ÁRABES | TOQUETOUR https://t.co/PWRzAHQeyj,mig,es,0,0,0,15558
22887,"Baby, por qué eres así? Tú eres puta",mis,es,1,1,1,15559
22890,La rompe árabe wacho,mig,es,0,0,0,15560
22891,La chica es una zorra y una cabrona y el chico un gilipollas que se aclaren los dos porque el uno que se revela y la otra le toca los güebos #Pap399,mis,es,1,1,1,15561
22892,"Coherente, en España haría falta un poco de eso.  A ver cuantos trabajadores españoles pueden permitirse viajes en tiempo y dinero como se dan los reprimidos inmigrantes? ?? https://t.co/hr22t1FHut",mig,es,1,0,1,15562
22893,"Se murió un policía, pero claro se lo merecía, seguro era un hijo de puta, HAY PERSONAS QUE NO ENTIENDEN QUE HAY GENTE QUE LO HACE PORQUE NO LE QUEDA OTRA, PORQUE ES SU LABURO, PORQUE SI NO SE QUEDAN SIN TRABAJO, después andan por ahí pidiendo empatia para con los manifestantes",mis,es,0,0,0,15563
22895,Tal para cual: un puto chaka sudaca para una afición de ñeros 👍🏻 https://t.co/lHvOjDfC5m,mig,es,1,0,0,15564
22896,@Brenda_boopp @ChrisDiamondx Pase buscando la noche un twit como este... Guarra que bien luces siempre,mis,es,1,1,0,15565
22897,"@psicohongo Eres escoria, vergüenza me daria ser tu o tener que ver algo con una persona tan imbecil como tu, fuese o no un idol no quita que fuese una persona y merece tu respeto igual que  cualquier otra asique haznos a todos un favor y borra el tweet o",mis,es,0,0,0,15566
22899,"@tonialba @elperiodico Es igual a qué Inés te refieras, el problema es que llames puta a una mujer. TÚ eres muy desagradable.",mis,es,0,0,0,15567
22900,"“Mi novia es sevillista y es una puta más...” Palabras del portero del Betis, Adán Cosas como estas, donde se ataca la imagen de la mujer sin más, es las que deberíamos condenar y corregir #Verguenza",mis,es,0,0,0,15568
22901,@PakoAyestaran LÁRGATE GACHUPIN DE MIERDA,mig,es,1,1,1,15569
22902,Claro que sí: 'El feminismo ideológico es un paso en el proceso de deconstrucción de la persona' http://t.co/lKwmK9MtuQ,mis,es,0,0,0,15570
22903,"Joder nena me mata como te mueves, agarrar tu culo fuerte, separar tus nalgas, sentir tu coño apretando mi polla mientras me comes la boca, eres salvaje y eso me encanta https://t.co/uOU3Qj9saE",mis,es,0,0,0,15571
22904,Pues que manden allí a todos esos que saltan la valla  de Ceuta https://t.co/CWoUCoXBQs,mig,es,1,0,0,15572
22905,¿y de donde sacan para irse de vacaciones? de verdad que esto ya pasa de castaño oscuro. ¿refugiados y vuelven al lugar donde les maltrataban? https://t.co/7IL4VYOuqa,mig,es,1,0,0,15573
22906,Yo estoy en modo arabe y recién es lunes,mig,es,0,0,0,15574
22907,Lo de la madre de Bin Laden parece una escena del “Carmina o revienta” árabe https://t.co/yi7wCsIjno,mig,es,0,0,0,15575
22908,Quiero ir a sudaca sólo a tomar fernet,mig,es,0,0,0,15576
22909,"@puerk_jimin Te lo mereces mi amor. Eres una puta arenosa y me pena compartir planeta contigo subserie, eres inferior a una cucaracha... Además no te reflejes en los demás cuela, das pena. Besis en la cola ;3",mis,es,1,1,1,15577
22910,"CUANDO VAN A ENTENDER QUE CON ESOS TEMAS NO SE BROMEAN SI TU HACES BROMAS SOBRE LA PEDOFILIA, VIOLACION O ACOSO SEXUAL ERES UNA MIERDA DE PERSONA",mis,es,0,0,0,15578
22911,"mira esa wea, hermano. Una zorra en la cara https://t.co/bSgGX8vBWy",mis,es,1,1,1,15579
22912,@CarolinaTvSLP Cállate perra! Y agachate,mis,es,1,1,1,15580
22913,NO A VER CALLATE VALE ME CAGO EN LA PUTA SIGUE Y CALLATE VAMOS ESCRIBE BASTA DE DOLOR EN EL PECHO https://t.co/zydY3XNreX,mis,es,0,0,0,15581
22914,@Zurine3 @protestona1 Por dioss que puta vergüenza es esta! 😠,mis,es,0,0,0,15582
22915,Ya hay que ser hijo de puta para no darle a tu perro alimentos cárnicos sólo porque tú eres vegano hiper mega cool activist pro animal life,mis,es,0,0,0,15583
22916,"@el_pais Más d 17 denuncias por acoso sexual incluyendo Una violacion a su propia esposa y una relación promiscua con su hija Ivanka.Universidad y fundación Trump en NY cerrados por fraude y lavado d dinero,Siete bancarrotas,este delincuente tiene d todo ",mis,es,0,0,0,15584
22917,@BenditaOk QUE PUTA MADRE HACEN ESTAS VIEJAS HACIENDOSE LAS NENAS SEDUCTORAS RIDICULAS,mis,es,1,1,1,15585
22918,@EternoBlanco_ Cállate perra por un partido no hay vergüenza para alguien que lleva 5 titulos,mis,es,1,1,1,15586
22919,No es puerto seguro. Un rescate no puede terminar ahí. El jefe de rescate del 'Aquarius' asegura que su barco no dejará a ningún inmigrante en Libia https://t.co/PgIvEr6QVa,mig,es,0,0,0,15587
22921,Yo no puedo creer que las propias mujeres naturalicen una violación o acoso y lo justifiquen con que la mujer es la que “provoca”. Que mente de mierda la puta madre,mis,es,0,0,0,15588
22922,Finales de 2017 y yo todavía no entiendo cuando una mujer es “puta” o “trola”🤷🏼‍♀️🤦🏻‍♀️,mis,es,1,0,1,15589
22923,#xxx #gratis Vídeo porno de una chica árabe (9:21) Árabes - https://t.co/asgfUqZcxR,mig,es,0,0,0,15590
22924,@emjuarez7 Tú eres mi favorita perra 😪,mis,es,1,1,0,15591
22925,Mataría por un lomito árabe 😭😭😭,mig,es,0,0,0,15592
22926,"@CastigadorY Es q esta escoria de rufián, hasta en la q él considera su tierra, le insultan. Es q es imbecil integral",mis,es,0,0,0,15593
22927,"""Marico soy tan celoso que entro en el Facebook para felicitar a mi bae y hay un maldito cabrón que le puso """"Feliz aniversario amor"""" y le puso un gif de un corazón diciendo """"te quiero mi amor"""", y luego entro a su perfil y es un maldito arabe que había traducido todo en español.""",mig,es,1,1,1,15594
22928,"Esto empieza a irse de madre... o se ponen medidas serías, o sufriremos más ataques de subsaharianos que esperan en un monte próximo en Marruecos. Ahora más agresivos y violentos. #MedidasYa https://t.co/5a8Bphh612",mig,es,1,0,1,15595
22929,SEMANA DE LA JUVENTUD. TORNEO FUTBOL7  / FUTBOL 5 CATEGORIA CADETE EQUIPOS INSCRITOS: LOS YOGURINES LA ELITE RAYO DONBENITENSE LOS NEGRATAS FUENLABRADA MINATO DE KIEV LOS JOSEWIFAKERS VOOLKA... https://t.co/JQ3DiaXtbb,mig,es,0,0,0,15596
22930,"Libérate del odio, aunque muchos lo merezcan, si te lo guardas el que se llenará de Escoria eres tú.",mis,es,0,0,0,15597
22931,Ana Rosa: -que es eso de karma?  -Eso es Carmen en catalan -ves como los catalufos tienen la culpa de todo!!!,mig,es,0,0,0,15598
22932,Pegame en la cara que yo te pego en el ego,mis,es,0,0,0,15599
22933,Miriam se merecía estar entre los tres favoritos me cago en la puta #OTGala9,mis,es,0,0,0,15600
22934,@_iamsteve_ Cállate ya y se justo hijo de puta haber si te mueres ya Putin pringau de mierda me tienes hasta la poya,mis,es,0,0,0,15601
22935,ESTA MUJER ES UNA ZORRA 💖💖💖💖🔝,mis,es,1,1,1,15602
22936,@rioroma16 @magoskyper Tu callate pinche zorra lo que es mio nadie lo prueba antes que yo perra monjita,mis,es,1,1,1,15603
22937,"Que vengan unos indocumentados a reírse en nuestra cara, que nos agredan, q la justicia pase, que les demos los mejores cuidados, dinero para comprar en Primark, sanidad, paguitas y vivienda... es que somos gilipollas, tontos, subnormales, idiotas.. #DefiendeEspaña #StopInvasion https://t.co/wiNCBnndzX",mig,es,1,0,1,15604
22939,@juanestebaanc @MovingTo_Mars CÁLLATE LA PUTA BOCA,mis,es,0,0,0,15605
22940,"@pelotazo Jajajaja... a veces me dan unas ganas de contestarte 'cállate zorra' solo para hinchar, pero nunca olvido que eres de los chunchos más piola y objetivos que habrá jamás en este cuático planeta Fútbol. ¡Saludos!",mis,es,0,0,0,15606
22941,"Ven, comemela y cállate ya",mis,es,1,1,1,15607
22942,Ser gay tiene sus desventajas como que te odien los putos moros y eso pero a cambio debe de ser un noparar de follar eh o no,mig,es,1,0,1,15608
22943,Gran operación contra las mafias dedicadas al tráfico de inmigrantes⤵️ https://t.co/ojJon21P51,mig,es,0,0,0,15609
22944,@policia la Malagueta está llena de indocumentados tocapelotas. Gracias por vuestra inestimable ayuda con la recogida de residuos orgánicos,mig,es,1,0,1,15610
22945,hasta la polla que pongáis en las noticias PRESUNTA violacion os tiraba una piedra,mis,es,0,0,0,15611
22946,"¿A qué están esperando para regularizar a la mafia de manteros, ilegales y con muy mala leche? Se creen que tienen todos los derechos del mundo. Hasta dónde sé, en ningún país desarrollado, te permiten estar viviendo ilegales y sin papeles. Y ni pensar lo de la sanidad.",mig,es,1,0,0,15612
22947,Esto es el auténtico cáncer de la sociedad española. Esto y no la llegada de inmigrantes en pateras. Décadas en manos de mafiosos y corruptos mangoneando favores y dinero público. Lo normal en una #MonarquíaBananera https://t.co/QIvMmsv1dy,mig,es,0,0,0,15613
22948,En Redes Sociales están las fotos de los supuestos asesinos uno un nicaragüense indocumentado y un costarricense. Muy preocupante que la lacra de #Nicaragua entre a #CostaRica como perro por su casa. https://t.co/8PwkSEhehe,mig,es,1,0,1,15614
22949,"80,000 menores han entrado en España solos desde Marruecos, luego llegará la reunificación familiar, Padres, Hermanos, Primos, Abuelos etc. ¿Para que los envía Marruecos? ¿Alguien pide explicaciones a las autoridades Marroquís? ¿SON INMIGRANTES O ENVIADOS PARA INVADIR ESPAÑA? https://t.co/II7nkh5Xii",mig,es,1,0,0,15615
22950,Guardia Nacional ayuda a detener a uno de cada 10 indocumentados – El Tiempo Las Vegas - https://t.co/yuOtfUuhVO https://t.co/TY2WRXSNF7,mig,es,0,0,0,15616
22951,Gracias twitter por enseñarme tuits de hace 22h que no he vidto porque los quitaste de mi puta TL a la hora en la que fueron escritos :)))),mis,es,0,0,0,15617
22955,@William43591799 Tu eres una perra,mis,es,1,1,1,15618
22956,"""*De ultimo minuto*  👇👀👇👀👇👀👇*Para conocimiento de todos, a """"CARLOS PISTOLA""""  traficante de indocumentados que fue  apresado transportando 17 ilegales haitianos en carro honda civic, solo le impusieron... https://t.co/sWyZdB0Fx9""",mig,es,0,0,0,15619
22957,@AyudaMadrid @LeticiaDolera Le deseo una muerte lenta y dolorosa a la escoria humana que le ha hecho eso al pobre gatito.,mis,es,0,0,0,15620
22958,"Hasta junio han entrado en España un total de 17.950 personas de manera ilegal.  Sin embargo, Grecia llegó a alcanzar los 200.000 inmigrantes en solo un mes.  Comprueba estos y más datos sobre la inmigración ⬇️ https://t.co/AaCIo3TPV7 https://t.co/Epqs80w9m9",mig,es,0,0,0,15621
22959,INMIGRACIÓN https://t.co/Drh8Lz5nzk,mig,es,0,0,0,15622
22960,1- no se pintan para crear un efecto en ti 2- por merecer os mereceis una puta mierda https://t.co/88AN9WNs1i,mis,es,0,0,0,15623
22961,@SamBelenn Callate vos sos una puta reprimida ajajaajaa,mis,es,1,1,1,15624
22962,"Voy a provocar a la perra del hijo del jefe a ver si me muerde una pata u lo que sea, y así me incapaciten, y no vengo a trabajar en estos días no tan bonitos.🌚😂",mis,es,0,0,0,15625
22963,"Yo con alguien tóxico>>> “Mira, hacemos como que tú eres 2017, y te vas muy para la gran puta mierda...”",mis,es,0,0,0,15626
22964,"Trabajar con Árabes es una patada en los huevos, con botas de punta de acero, en el frío entorno de Alaska, a pelo.",mig,es,1,0,1,15627
22965,@rouco64 @BauviJc @okdiario Esta lo hace para dar en la cara que sale con las sullas ....toda la escoria le viene bien,mis,es,0,0,0,15628
22966,@MarinaAlbiol Tu eres una perra comunista!,mis,es,1,1,1,15629
22967,@CasftSamu CALLATE PUTA EJEJAJ,mis,es,1,1,1,15630
22968,#TITULAESNACIONALES: Interpol captura a deportado salvadoreño que es acusado por los delitos de violación y acosos sexual,mis,es,0,0,0,15631
22969,@Gersoto88 @goguevar @gobierno Ya cállate de una puta vez Gerardo,mis,es,0,0,0,15632
22970,"Cuando me detengan POR PARTIRLE LA PUTA CABEZA este video va a ser considerado prueba de que se lo merecía. Vais provocando odio, provocando violencia.. https://t.co/r2vmGRKxSD",mis,es,0,0,0,15633
22973,Hoy inicia el Festival Gastronómico Cuchara E’Palo en @cccartagenaco y está espectacular!!. #Mexico país invitado de honor. Año 🇲🇽-🇨🇴 #SaberesySabores @saberessabores   Gracias Hotel Capellan Tacos El Güero @FenalcoBolivar @EmbaMexCol @SoyBlancaAlcala @bolivarsiavanza @SRE_mx https://t.co/0KpMtQxaM2,mig,es,0,0,0,15634
22974,Vía TuAutoCorrector: RT DeboRecordarQue: Mi novia es una perra (Pluto),mis,es,1,1,1,15635
22975,Lo que más me sorprende cuando se matan unos weyes por culpa de una mujer es que existan pendejos que se quieran matar por una puta.,mis,es,1,0,1,15636
22976,si te llamo puta es porque tu eres mi puta pero habrá problemas si alguien más te llama puta,mis,es,1,1,1,15637
22977,@wladdiespin @MashiRafael Cállate hijo de la gran puta zorra de tu madre,mis,es,0,0,0,15638
22978,Güera Güera... 🙄🙄😍,mig,es,0,0,0,15639
22979,AL FINAL SOLO QUEDAN BANEOS Y REFUGIADOS: Historias del Eve Online. https://t.co/NYV4onk0mD,mig,es,0,0,0,15640
22980,"Los polideportivos que financiamos todos los andaluces para que puedan hacer deporte nuestros jóvenes, están siendo inutilizados e invadidos por subsaharianos y musulmanes",mig,es,1,0,0,15641
22981,INMIGRACION ILEGAL DEPORTACION ¡YAA! Y ENTRE OTRAS COSAS MENOS RIESGO DE TERRORISTAS INFILTRADOS ¿NO? - Un mando único policial para combatir inmigración ilegal https://t.co/UxYyEMH8T3. vía @EPExtremadura,mig,es,1,0,0,15642
22982,@jocksan51 @MemoTorresL Cállate perra,mis,es,1,1,1,15643
22983,"@IrantzuVarela Hay dictadores que han hecho menos daño a la sociedad que tú, con tu pensamiento nazi. Coño ya! muy buen argumento",mis,es,0,0,0,15644
22984,@paulitachaves Callate hija de puta si no servís para una mierda y te venís a hacer la que laburás gato mantenido por el zoquete que tenés de marido débil mental la concha de tu bisabuela en tanga,mis,es,0,0,0,15645
22985,"Mireya te merecias quedarte tbh, no merecias la nominación lo hiciste de puta madre #OTGala7",mis,es,0,0,0,15646
22986,"""Sea insulto o no, los """"malditos sudacas"""" son los que tienen en pie a las ligas del fútbol español y europeo https://t.co/EwHDpR0gZV""",mig,es,1,0,0,15647
22987,"Cogerte en brazos sin sacar mi polla de tu coño y llevarte sobre el mueble, duro contra la pared, clavándotela sin… https://t.co/5SgcBJg4Ez",mis,es,0,0,0,15648
22988,Racismo es que no haya güeros en aprietos. 🙄😆,mig,es,1,0,0,15649
22989,el tema Arabe me hace mover el orto solo,mig,es,0,0,0,15650
22990,TE LO MERECES POR PERRA. —Lo arrastra por la academia de las greñas y le da unos chanclazos. https://t.co/9GwmLte4BU,mis,es,1,1,1,15651
22991,No me gusta Árabe pero se me pegó.,mig,es,0,0,0,15652
22992,@Stolbizer @mainesCyN Callate la boca perra siberiana metiendo a CFK en esto! Sos tan pelotuda podes ser! Nunca seras nada,mis,es,1,1,1,15653
22993,@auronplay @Esteban_Alva_ Jajaj que gracioso kion cuando dise no pares de ablarme raul y despues callate hijo puta,mis,es,0,0,0,15654
22994,Me conocen porque siempre estoy en modo arabe,mig,es,0,0,0,15655
22995,Nivel 4 reforzado es igual a recoger 400 inmigrantes cada día . https://t.co/RVYHv6mL06,mig,es,1,0,0,15656
22996,la cagada a palos se la merecía' en q cabeza cabe hija de re mil puta https://t.co/ToUeBLCbTc,mis,es,0,0,0,15657
22997,@Yullian2 A veces creo que tú eres su perra.,mis,es,1,1,1,15658
22999,"@c_orci Si tu eres la que me anda rogando que puta hueva, pinche vieja pediche larga ya te traía bien patrocinada y la sigues haciendo de pedo como chingas a la verga",mis,es,1,1,1,15659
23000,"@Tatian57955424 Antes que con la polla dura, follarte con mis dedos a la vez que te mamo tu coño empapado....mmmmm👅👅💦💦💦",mis,es,0,0,0,15660
23001,"No voy a enviar nudes de piernas, que los árabes dirán que voy incitando Si queréis verme las piernas, tendréis que verme en persona 👀",mig,es,0,0,0,15661
23002,"Vieron que las feministas son re violentas pero cuando es contra la mujer es como 'no, terrible hijo de puta no pueden ser tan violentos' xd",mis,es,0,0,0,15662
23004,@todonoticias Callate la puta que te pario hijo de puta si vos no arreglaste nada pelotudo,mis,es,0,0,0,15663
23005,"¿Os imagináis a SEMEN como una opción en las elecciones? No nos interesa, pero quién sabe. Eso si, ni una sola mujer en el partido...",mis,es,1,0,0,15664
23006,"// Hostia puta, si tú eres del Fake Danganronpa, si mal no recuerdo¿ https://t.co/vqFg6j4QKx",mis,es,0,0,0,15665
23007,l'arabe arabé https://t.co/G5reP5dNKs,mig,es,0,0,0,15666
23008,@Manaka_msyra @BrianD_Campbell callate zorra malnacida esta el armario empotrado tmb y tengo mil cosas ahi dentro,mis,es,1,1,1,15667
23010,"Me sigue Banda de estudios y pibas de arabe a mi página, no se pq pero venga",mig,es,0,0,0,15668
23011,#ANALISIS 👉 Desde 1960 el porcentaje de población total desplazada apenas se ha movido del 3% y la proporción de refugiados continúa entre el 7 y el 10% Por José Luis Villacañas Berlanga para @ctxt_es  https://t.co/xfFYegvsPd,mig,es,0,0,0,15669
23012,roman tu eres la puta de vince :v #RAW,mis,es,0,0,0,15670
23013,"Alfred esta en plan, tu eres gilipollas y no tienes ni puta idea de lo que dices",mis,es,0,0,0,15671
23014,"@MRojoMan Tú eres un perfecto hijo de puta, que defiendes asesinos como Otegui. Mierda de chusma perro flauta, ojalá te quedes tetraplejico y la embolia para tu padre y el infarto a tu madre gilipollas",mis,es,0,0,0,15672
23015,«Q paso mi lic no lo veo desde el año pasado jejeje» Sí sí cállate hijo de perra,mis,es,0,0,0,15673
23016,Tu no eres mala persona TU ERES ESCORIA @angeeles013,mis,es,0,0,0,15674
23017,Le voy a enseñar a la perra de mi amiga a jugar al uno,mis,es,1,1,1,15675
23018,"No le digan a sus hijos que 'puta' es una 'mala palabra', deberían enseñarle que NO es un insulto",mis,es,0,0,0,15676
23020,"Lo mejor del día, escuchar como mi sobrino le dijo CALLATE PUTA a mi hermana 😂😂😂😂",mis,es,1,1,1,15677
